Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:66926000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
66926000;2;01/08/2015;;1;1;"37,3";"31,76";"33,68";1;26;1;1;1;;;"37,3041";"36,4303";"35,9963";"35,5642";"35,1341";"34,706";"34,706";"34,2798";"33,8556";"33,8556";"33,8556";"33,4334";"33,0132";"33,0132";"32,595";"32,595";"32,595";"32,1788";"32,1788";"32,1788";"32,1788";"32,1788";"32,1788";"32,1788";"32,1788";"31,7646";"31,7646";"33,0132";"36,8662";"36,4303";"33,8556";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66926000;2;01/07/2015;;1;1;"63,69";"37,3";"47,31";8;31;1;1;1;;;"40,4234";"41,7887";"41,7887";"55,8413";"59,4578";"50,824";"49,8419";"63,6943";"62,625";"58,936";"56,3527";"60,5067";"50,3321";"46,939";"45,986";"45,5122";"44,5702";"51,8133";"52,3106";"44,5702";"41,7887";"41,3317";"41,3317";"40,8766";"40,8766";"40,8766";"40,4234";"39,972";"39,5226";"38,1858";"37,3041";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66926000;2;01/06/2015;;1;1;"111,99";"39,97";"52,91";3;30;1;1;1;;;"100,134";"94,4202";"111,9938";"76,472";"61,0337";"55,3316";"52,3106";"51,3178";"50,3321";"49,3536";"48,8671";"48,3823";"47,4183";"46,4616";"45,5122";"45,5122";"46,4616";"45,5122";"44,5702";"44,5702";"44,5702";"44,102";"43,6356";"42,7084";"41,7887";"41,7887";"40,8766";"40,8766";"40,8766";"39,972";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66926000;2;01/05/2015;;1;1;"120,17";"40,88";"58,31";5;3;1;1;1;;;"41,7887";"41,3317";"40,8766";"58,936";"120,1739";"83,4808";"63,1588";"52,8097";"50,3321";"49,8419";"79,9476";"94,4202";"70,2517";"55,3316";"52,3106";"51,8133";"79,3643";"65,8533";"54,8237";"53,3105";"51,8133";"50,824";"49,8419";"49,3536";"48,3823";"47,4183";"46,4616";"47,4183";"56,3527";"50,3321";"49,3536";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66926000;2;01/04/2015;;1;1;"86,47";"42,71";"55,69";2;30;1;1;1;;;"59,4578";"86,4688";"78,2025";"69,6961";"65,311";"84,0753";"64,2315";"57,3808";"53,3105";"50,824";"49,8419";"49,3536";"48,3823";"53,3105";"52,8097";"50,824";"48,8671";"46,939";"64,2315";"59,9814";"51,3178";"49,3536";"48,8671";"48,8671";"48,8671";"49,8419";"47,8994";"45,5122";"44,102";"42,7084";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66926000;2;01/03/2015;;1;1;"116,88";"49,84";"72,19";3;26;1;1;1;;;"62,625";"63,6943";"116,8759";"105,6067";"101,6865";"99,3612";"91,3309";"85,8681";"100,134";"109,5822";"92,562";"75,3263";"69,6961";"64,2315";"68,5898";"68,0392";"60,5067";"59,9814";"58,4159";"52,8097";"70,2517";"61,5624";"55,8413";"52,3106";"50,3321";"49,8419";"51,3178";"64,7704";"60,5067";"56,8659";"57,3808";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66926000;2;01/02/2015;;1;1;"145,1";"46,46";"73,09";18;4;1;1;1;;;"50,3321";"49,3536";"47,4183";"46,4616";"53,3105";"50,3321";"54,3176";"64,7704";"65,311";"57,8975";"71,9285";"92,562";"92,562";"65,8533";"59,4578";"64,7704";"93,7993";"145,0956";"110,3839";"100,134";"97,8222";"79,3643";"71,9285";"68,5898";"74,7559";"72,4907";"74,1872";"71,3679";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
66926000;2;01/01/2015;;1;1;"70,81";"48,38";"59,91";1;26;1;1;1;;;"70,809";"66,9429";"63,6943";"62,0928";"66,9429";"67,4902";"63,6943";"60,5067";"66,9429";"60,5067";"58,936";"59,9814";"59,4578";"62,625";"62,625";"64,7704";"63,6943";"57,8975";"54,3176";"54,3176";"59,9814";"55,3316";"61,0337";"53,3105";"50,3321";"48,3823";"54,3176";"63,6943";"55,8413";"54,3176";"52,3106";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66926000;2;01/12/2014;;1;1;"228,8529";"66,3973";"116,3263";23;8;1;1;1;;0;"151,3718";"178,4184";"138,0454";"104,0319";"85,2689";"84,6713";"72,4907";"66,3973";"95,6666";"99,3612";"121,0037";"100,9092";"107,9853";"85,2689";"78,7826";"69,6961";"66,9429";"83,4808";"88,8874";"139,7956";"156,8304";"154,092";"228,8529";"186,1697";"173,6368";"215,2899";"128,5683";"97,8222";"86,4688";"81,7071";"78,2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66926000;2;01/11/2014;;1;1;"141,554";"38,6294";"61,3881";9;1;1;1;1;;0;"38,6294";"43,1711";"48,8671";"47,4183";"44,102";"44,102";"42,2476";"71,3679";"141,554";"88,2804";"60,5067";"58,4159";"72,4907";"69,6961";"54,3176";"45,5122";"43,1711";"41,3317";"38,6294";"45,0403";"47,8994";"46,939";"46,939";"47,8994";"46,4616";"102,4661";"123,5061";"87,0711";"72,4907";"81,119";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66926000;2;01/10/2014;;1;1;"45,0403";"30,5341";"35,734";26;16;1;1;1;;0;"38,6294";"36,8662";"36,8662";"35,9963";"34,2798";"33,8556";"33,4334";"33,0132";"32,1788";"32,1788";"31,7646";"31,3524";"31,3524";"31,3524";"30,9422";"30,5341";"30,5341";"34,706";"40,8766";"38,1858";"36,4303";"35,5642";"33,8556";"33,0132";"40,8766";"45,0403";"45,0403";"42,2476";"39,5226";"39,5226";"37,744";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66926000;2;01/09/2014;;1;1;"69,1421";"35,5642";"43,4043";9;17;1;1;1;;0;"36,8662";"36,4303";"36,4303";"36,4303";"42,7084";"48,3823";"45,5122";"61,0337";"69,1421";"52,3106";"45,986";"42,2476";"39,0751";"36,8662";"36,4303";"35,9963";"35,5642";"35,5642";"35,5642";"37,3041";"48,8671";"50,3321";"43,6356";"39,5226";"48,3823";"51,8133";"47,4183";"44,102";"41,7888";"40,4234";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66926000;2;01/08/2014;;1;1;"56,8659";"37,3041";"44,0167";1;29;1;1;1;;0;"56,8659";"53,8132";"51,3178";"50,3321";"49,8419";"49,3536";"48,8671";"47,8994";"46,4616";"45,5122";"45,0403";"44,5702";"44,102";"45,5122";"45,5122";"44,5702";"43,6356";"42,7084";"42,7084";"41,7888";"40,8766";"39,972";"39,5226";"39,0751";"38,6294";"38,1858";"38,1858";"37,744";"37,3041";"37,3041";"37,3041";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66926000;2;01/07/2014;;1;1;"131,99";"42,25";"60,01";28;17;1;1;1;;;"48,3823";"48,3823";"47,8994";"47,8994";"46,4616";"45,5122";"46,4616";"47,4183";"48,3823";"48,3823";"47,4183";"47,4183";"45,5122";"45,0403";"44,102";"42,7084";"42,2476";"44,102";"46,939";"45,0403";"43,1711";"42,7084";"42,2476";"55,3316";"123,5061";"129,4194";"125,185";"131,9853";"101,6865";"78,7826";"60,5067";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66926000;2;01/06/2014;;1;1;"116,06";"48,38";"61,55";2;28;1;1;1;;;"81,7071";"116,0568";"89,496";"68,0392";"62,0928";"59,9814";"57,8975";"54,3176";"88,2804";"96,2923";"79,3643";"64,2315";"58,936";"56,8659";"55,3316";"55,3316";"54,3176";"52,8097";"51,8133";"51,3178";"50,3321";"49,8419";"49,8419";"49,8419";"49,3536";"48,8671";"48,8671";"48,3823";"48,3823";"48,3823";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66926000;2;01/05/2014;;1;1;"211,1794";"50,824";"70,2434";2;22;1;1;1;;0;"68,5898";"211,1794";"151,3718";"90,1061";"69,6961";"63,1588";"61,0337";"60,5067";"62,0928";"60,5067";"57,3808";"54,3176";"53,3105";"52,3106";"51,3178";"51,8133";"52,8097";"66,3973";"67,4902";"58,936";"53,3105";"50,824";"74,7559";"95,6666";"83,4808";"69,1421";"62,6249";"58,936";"55,8413";"54,8237";"53,8132";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66926000;2;01/04/2014;;1;1;"84,0753";"50,3321";"63,8282";1;30;1;1;1;;0;"84,0753";"75,3263";"70,2517";"66,3973";"62,6249";"60,5067";"58,936";"57,8975";"62,0928";"63,1588";"60,5067";"69,6961";"72,4907";"66,9429";"65,8533";"61,5624";"59,9814";"60,5067";"61,5624";"58,936";"68,5898";"62,0928";"78,2025";"73,6201";"65,8533";"57,8975";"54,8237";"52,8097";"51,3178";"50,3321";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66926000;2;01/03/2014;;1;1;"395,8359";"73,0546";"143,1481";14;28;1;1;1;;0;"124,3445";"100,1341";"82,888";"106,3973";"171,7379";"110,3839";"118,5206";"101,6865";"130,2726";"146,8786";"151,3718";"239,4961";"347,9523";"395,8359";"340,4678";"180,3446";"138,9195";"118,5206";"108,7827";"98,5906";"114,4251";"131,9853";"179,3805";"121,0037";"90,7177";"79,9476";"75,8983";"73,0546";"86,4688";"82,2967";"88,8874";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66926000;2;01/02/2014;;1;1;"155,9156";"47,8994";"79,3026";26;11;1;1;1;;0;"62,6249";"62,0928";"56,8659";"53,3105";"52,3106";"51,8133";"50,824";"49,8419";"48,8671";"50,3321";"47,8994";"47,8994";"52,3106";"97,0561";"119,3462";"89,496";"93,1799";"79,9476";"71,9285";"60,5067";"56,8659";"65,8533";"118,5206";"138,9195";"116,8759";"155,9156";"117,6972";"151,3718";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
66926000;2;01/01/2014;;1;1;"206,0832";"49,8419";"84,2191";26;11;1;1;1;;0;"90,1061";"68,5898";"56,8659";"53,8132";"65,311";"59,9814";"58,4159";"56,3527";"59,9814";"53,3105";"49,8419";"59,9814";"69,6961";"106,3973";"75,8983";"62,6249";"75,3263";"77,6241";"119,3462";"92,562";"95,0427";"112,8021";"73,6201";"71,9285";"78,2025";"206,0832";"142,4363";"145,986";"123,5061";"81,119";"68,0392";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66926000;2;01/12/2013;;1;1;"103,2479";"41,7888";"59,7054";31;6;1;1;1;;0;"45,0403";"45,0403";"49,8419";"48,8671";"44,102";"41,7888";"43,1711";"45,986";"42,2476";"49,3536";"93,7993";"75,3263";"58,936";"52,3106";"93,7993";"64,2315";"56,3527";"77,6241";"68,5898";"58,4159";"56,3527";"59,4578";"70,2517";"71,3679";"68,5898";"57,8975";"48,8671";"45,0403";"51,8133";"63,1588";"103,2479";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66926000;2;01/11/2013;;1;1;"112,8021";"39,0751";"60,9082";17;11;1;1;1;;0;"51,8133";"52,8097";"80,5325";"55,8413";"49,8419";"45,986";"42,7084";"42,2476";"42,7084";"40,4234";"39,0751";"68,5898";"56,3527";"47,8994";"41,7888";"39,972";"112,8021";"102,4661";"77,0472";"57,8975";"53,3105";"101,6865";"106,3973";"89,496";"65,311";"64,2315";"53,3105";"50,3321";"48,3823";"45,986";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66926000;2;01/10/2013;;1;1;"130,2726";"37,744";"51,5457";5;21;1;1;1;;0;"58,936";"54,8237";"46,939";"55,3316";"130,2726";"94,4202";"59,4578";"47,8994";"43,6356";"41,3317";"41,7888";"44,5702";"49,3536";"55,3316";"48,3823";"46,939";"44,5702";"41,3317";"39,5226";"38,6294";"37,744";"44,102";"51,3178";"43,6356";"46,4616";"56,8659";"49,3536";"47,4183";"48,8671";"45,5122";"43,1711";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66926000;2;01/09/2013;;1;1;"52,3106";"33,0132";"37,5157";3;16;1;1;1;;0;"35,1341";"39,0751";"52,3106";"51,8133";"48,3823";"43,6356";"39,5226";"37,744";"37,3041";"36,8662";"36,4303";"35,9963";"35,1341";"33,8556";"33,4334";"33,0132";"33,0132";"34,2798";"37,3041";"36,4303";"35,5642";"35,1341";"33,8556";"33,0132";"33,0132";"33,0132";"33,0132";"33,0132";"33,8556";"51,3178";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66926000;2;01/08/2013;;1;1;"41,3317";"35,1341";"37,5756";1;30;1;1;1;;0;"41,3317";"40,8766";"40,8766";"40,8766";"40,4234";"39,972";"39,0751";"38,1858";"38,1858";"37,744";"37,744";"37,744";"37,744";"37,3041";"37,3041";"37,3041";"37,3041";"37,3041";"36,8662";"36,8662";"36,8662";"36,4303";"36,4303";"35,9963";"35,5642";"35,5642";"35,5642";"35,5642";"35,5642";"35,1341";"35,1341";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66926000;2;01/07/2013;;1;1;"137,1735";"41,7888";"54,8862";2;26;1;1;1;;0;"66,3973";"137,1735";"114,4251";"84,6713";"66,3973";"60,5067";"57,8975";"56,8659";"54,8237";"52,8097";"51,3178";"50,3321";"49,3536";"48,8671";"48,3823";"47,8994";"47,4183";"46,4616";"45,5122";"45,0403";"44,5702";"44,102";"43,6356";"43,1711";"42,7084";"41,7888";"41,7888";"41,7888";"41,7888";"41,7888";"41,7888";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66926000;2;01/06/2013;;1;1;"194,044";"41,7888";"66,5762";27;1;1;1;1;;0;"41,7888";"47,8994";"109,5822";"84,6713";"58,4159";"50,3321";"48,8671";"46,939";"45,986";"45,0403";"45,0403";"49,8419";"46,4616";"45,0403";"44,102";"49,8419";"111,9938";"93,1799";"67,4902";"57,3808";"60,5067";"54,8237";"51,8133";"50,824";"49,8419";"58,936";"194,044";"131,9853";"87,675";"66,9429";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66926000;2;01/05/2013;;1;1;"54,8237";"41,7888";"47,3289";6;31;1;1;1;;0;"51,8133";"50,824";"49,8419";"49,3536";"48,8671";"54,8237";"54,8237";"51,3178";"49,3536";"48,3823";"47,8994";"47,4183";"47,4183";"46,939";"50,824";"50,3321";"49,3536";"48,3823";"46,939";"45,5122";"45,0403";"44,102";"43,6356";"43,6356";"43,6356";"44,102";"43,1711";"42,7084";"42,7084";"42,2476";"41,7888";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66926000;2;01/04/2013;;1;1;"227,7986";"52,8097";"97,2297";14;30;1;1;1;;0;"56,3527";"56,3527";"79,9476";"150,4691";"104,0319";"188,1268";"218,3922";"191,0768";"140,6738";"123,5061";"105,6067";"82,888";"104,8182";"227,7986";"124,3445";"90,7177";"79,9476";"74,1872";"70,809";"66,9429";"64,7704";"62,0928";"60,5067";"59,4578";"58,4159";"56,8659";"55,3316";"55,3316";"54,3176";"52,8097";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66926000;2;01/03/2013;;1;1;"199,0273";"45,986";"74,9372";17;14;1;1;1;;0;"102,4661";"81,7071";"70,2517";"68,0392";"61,5624";"60,5067";"57,3808";"58,4159";"54,8237";"52,3106";"49,3536";"48,3823";"47,4183";"45,986";"57,8975";"118,5206";"199,0273";"101,6865";"112,8021";"96,2922";"91,9457";"83,4808";"67,4902";"75,3263";"80,5325";"88,8874";"68,5898";"60,5067";"55,8413";"53,3105";"52,3106";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66926000;2;01/02/2013;;1;1;"169,8468";"55,3316";"75,5864";10;21;1;1;1;;0;"57,3808";"70,2517";"65,8533";"63,6943";"58,936";"61,5624";"58,936";"73,0546";"100,9092";"169,8468";"126,0277";"91,3309";"73,6201";"66,3973";"62,6249";"60,5067";"61,5624";"59,9814";"79,3643";"60,5067";"55,3316";"71,3679";"80,5325";"88,2804";"81,7071";"63,6943";"56,8659";"96,2922";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
66926000;2;01/01/2013;;1;1;"245,9687";"46,939";"86,0361";18;31;1;1;1;;0;"58,4159";"82,2967";"88,2804";"77,0472";"63,1588";"68,5898";"52,3106";"49,3536";"54,8237";"141,554";"90,7177";"89,496";"70,2517";"54,3176";"100,9092";"192,064";"164,2207";"245,9687";"168,9041";"122,6699";"74,1872";"74,7559";"59,9814";"56,3527";"53,8132";"57,8975";"55,3316";"53,3105";"50,3321";"48,8671";"46,939";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66926000;2;01/12/2012;;1;1;"156,8304";"39,5226";"67,407";18;10;1;1;1;;0;"137,1735";"73,6201";"76,472";"70,809";"57,3808";"49,3536";"47,8994";"41,3317";"40,4234";"39,5226";"39,972";"58,936";"52,3106";"74,1872";"102,4661";"88,8874";"78,2025";"156,8304";"116,0568";"90,7177";"65,8533";"55,3316";"54,8237";"55,8413";"55,8413";"49,8419";"45,986";"43,6356";"48,8671";"58,4159";"62,6249";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66926000;2;01/11/2012;;1;1;"82,888";"33,4334";"45,068";25;3;1;1;1;;0;"33,8556";"33,8556";"33,4334";"33,4334";"34,706";"68,5898";"51,3178";"49,3536";"65,311";"58,4159";"55,8413";"51,3178";"45,986";"43,1711";"40,4234";"41,7888";"40,8766";"38,6294";"35,5642";"34,706";"33,8556";"33,4334";"37,3041";"40,8766";"82,888";"56,3527";"43,6356";"38,1858";"35,9963";"58,936";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66926000;2;01/10/2012;;1;1;"79,9476";"33,4334";"43,6397";17;9;1;1;1;;0;"35,5642";"34,706";"34,706";"34,2798";"45,0403";"40,4234";"36,8662";"35,1341";"33,4334";"33,4334";"63,1588";"48,3823";"43,1711";"39,0751";"36,4303";"58,4159";"79,9476";"61,0337";"52,8097";"52,3106";"44,5702";"39,0751";"37,744";"38,1858";"45,986";"55,8413";"46,4616";"39,0751";"36,8662";"35,9963";"34,706";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66926000;2;01/09/2012;;1;1;"100,1341";"29,7239";"38,1726";22;19;1;1;1;;0;"34,2798";"33,4334";"33,0132";"32,595";"32,1788";"32,1788";"31,7646";"31,3524";"31,3524";"30,9422";"30,5341";"30,5341";"30,5341";"30,128";"30,128";"30,128";"30,128";"30,128";"29,7239";"30,5341";"52,3106";"100,1341";"73,0546";"51,8133";"43,1711";"42,2476";"42,7084";"39,972";"37,744";"36,4303";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66926000;2;01/08/2012;;1;1;"42,7084";"33,0132";"36,722";1;26;1;1;1;;0;"42,7084";"41,3317";"40,4234";"39,972";"39,972";"39,5226";"39,5226";"39,5226";"39,0751";"39,0751";"38,6294";"38,1858";"37,744";"37,3041";"36,4303";"35,5642";"35,5642";"35,1341";"35,1341";"34,706";"34,706";"34,2798";"33,8556";"33,4334";"33,4334";"33,0132";"33,0132";"33,4334";"34,706";"34,706";"34,2798";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66926000;2;01/07/2012;;1;1;"67,4902";"44,102";"53,5854";1;31;1;1;1;;0;"67,4902";"65,311";"62,6249";"61,5624";"59,4578";"58,4159";"58,4159";"60,5067";"60,5067";"57,8975";"56,8659";"55,3316";"54,3176";"53,3105";"52,8097";"52,3106";"50,824";"50,3321";"49,8419";"49,8419";"49,8419";"49,3536";"48,8671";"48,8671";"48,3823";"47,8994";"47,4183";"46,939";"46,4616";"45,0403";"44,102";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66926000;2;01/06/2012;;1;1;"343,6708";"50,824";"98,2563";23;19;1;1;1;;0;"56,8659";"55,3316";"53,3105";"54,8237";"72,4907";"106,3973";"113,6125";"109,5822";"85,868";"70,2517";"64,7704";"62,0928";"59,4578";"57,8975";"55,8413";"53,8132";"52,8097";"51,8133";"50,824";"59,4578";"150,4691";"321,3965";"343,6708";"228,8529";"153,1833";"93,7993";"84,0753";"79,3643";"74,7559";"70,809";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66926000;2;01/05/2012;;1;1;"171,7379";"44,102";"73,2319";14;11;1;1;1;;0;"89,496";"67,4902";"56,3527";"51,8133";"49,8419";"47,8994";"46,939";"46,4616";"45,5122";"45,0403";"44,102";"49,8419";"108,7827";"171,7379";"146,8786";"120,1739";"82,888";"64,2315";"58,936";"55,8413";"54,3176";"52,8097";"51,8133";"87,675";"111,1877";"85,2689";"72,4907";"97,8222";"82,2967";"65,311";"58,936";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66926000;2;01/04/2012;;1;1;"121,0037";"38,6294";"55,2376";30;6;1;1;1;;0;"42,2476";"40,8766";"40,4234";"39,972";"39,5226";"38,6294";"43,1711";"48,8671";"46,939";"47,4183";"43,6356";"44,102";"42,2476";"45,5122";"80,5325";"62,0928";"51,3178";"56,3527";"52,3106";"49,3536";"50,824";"100,1341";"71,3679";"56,8659";"50,824";"48,3823";"56,3527";"59,9814";"85,868";"121,0037";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66926000;2;01/03/2012;;1;1;"100,1341";"43,1711";"58,1947";3;31;1;1;1;;0;"68,0392";"70,809";"100,1341";"95,0427";"82,2967";"77,6241";"69,1421";"56,8659";"52,3106";"50,824";"52,8097";"49,8419";"48,3823";"46,939";"49,3536";"52,3106";"49,8419";"57,8975";"66,3973";"59,4578";"54,8237";"51,3178";"53,8132";"49,8419";"49,3536";"47,8994";"52,3106";"50,3321";"48,8671";"45,986";"43,1711";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66926000;2;01/02/2012;;1;1;"95,0427";"48,8671";"70,24";27;9;1;1;1;;0;"69,6961";"72,4907";"71,3679";"70,809";"78,7826";"65,8533";"55,3316";"50,824";"48,8671";"48,8671";"60,5067";"57,8975";"62,0928";"61,5624";"79,9476";"89,496";"85,2689";"79,3643";"71,3679";"64,2315";"56,8659";"53,8132";"65,311";"79,3643";"83,4808";"81,119";"95,0427";"95,0427";"82,2967";;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66926000;2;01/01/2012;;1;1;"138,9195";"38,1858";"75,6266";15;9;1;1;1;;0;"81,7071";"73,0546";"53,3105";"42,2476";"39,972";"39,5226";"38,6294";"39,0751";"38,1858";"40,4234";"47,4183";"59,4578";"87,0711";"98,5906";"138,9195";"116,8759";"100,1341";"79,3643";"79,3643";"68,0392";"61,5624";"69,1421";"66,9429";"65,311";"81,7071";"106,3973";"119,3462";"118,5206";"121,0037";"93,1799";"79,9476";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66926000;2;01/12/2011;;1;1;"61,5624";"34,2798";"43,2559";31;20;1;1;1;;0;"38,6294";"40,8766";"39,5226";"36,8662";"35,5642";"34,706";"51,8133";"50,3321";"50,3321";"49,3536";"55,3316";"55,3316";"52,8097";"51,3178";"46,4616";"43,6356";"38,6294";"35,5642";"34,706";"34,2798";"35,1341";"42,2476";"45,0403";"39,0751";"36,4303";"42,2476";"38,6294";"36,8662";"37,3041";"50,3321";"61,5624";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
